,user_id,own_recommendations
470,471,"[866227, 1133018, 909894, 1127831, 1026118]"
471,472,"[1029743, 981760, 901062, 951590, 866211]"
472,473,"[1056509, 6534178, 1029743, 1071939, 1024306]"
473,474,"[844165, 1053690, 1092026, 883404, 995242]"
474,475,"[1075368, 951590, 908531, 1029743, 995242]"
475,476,"[1106523, 8090521, 1101173, 1070820, 1005186]"
476,477,"[1126899, 6534178, 908531, 849843, 1058997]"
477,478,"[6534178, 1082185, 6534178, 1029743, 995242]"
478,479,"[1085604, 962229, 1106523, 1065593, 1133018]"
479,480,"[862349, 6534178, 1070820, 5569471, 840361]"
480,481,"[951590, 1126899, 962229, 1058997, 845208]"
481,482,"[951590, 844165, 879755, 1133018, 845208]"
482,483,"[1106523, 834484, 1133018, 1071939, 5592931]"
483,484,"[862349, 1005186, 1038217, 1013321, 1070820]"
484,485,"[6534178, 951590, 1029743, 995242, 923746]"
485,486,"[397896, 999971, 1106523, 916122, 883404]"
486,487,"[1082185, 6534178, 1029743, 995242, 1106523]"
487,488,"[1026118, 951590, 901062, 908846, 995242]"
488,489,"[986912, 6534178, 981760, 1022254, 1082185]"
489,490,"[5569471, 1075368, 5569230, 5569845, 833715]"
490,491,"[1126899, 6534178, 903325, 862349, 1056509]"
491,492,"[862349, 1070820, 6534178, 1075368, 1082185]"
492,493,"[995242, 1085604, 873627, 6534178, 1029743]"
493,494,"[1053690, 989075, 1082185, 6534178, 1029743]"
494,495,"[883404, 1029743, 8090521, 923746, 1056509]"
495,496,"[860776, 1106523, 844165, 849843, 879755]"
496,497,"[1070820, 1058997, 862349, 976199, 844165]"
497,498,"[1106523, 927191, 849843, 1085604, 938700]"
498,499,"[1085604, 1126899, 5569471, 908531, 1080414]"
499,500,"[1028816, 1007195, 892008, 822407, 1082185]"
500,501,"[1077555, 1005186, 5569471, 965766, 1039156]"
501,502,"[849843, 1070015, 1029743, 981760, 923746]"
502,503,"[1070820, 6034857, 1082185, 1005186, 961554]"
503,504,"[1106523, 908531, 834484, 983584, 923746]"
504,505,"[883404, 844179, 874972, 1082185, 6534178]"
505,506,"[6534178, 1005186, 929668, 995242, 951590]"
506,507,"[866227, 1080414, 1126899, 951590, 6534178]"
507,508,"[883404, 844165, 1133018, 1101010, 1098066]"
508,509,"[866227, 820165, 986912, 1005186, 879755]"
509,510,"[862349, 1070820, 1127831, 901062, 6534178]"
510,511,"[879755, 995242, 1029743, 6533765, 844165]"
511,512,"[951590, 1106523, 929668, 1101010, 981760]"
512,513,"[5569471, 986912, 844179, 860776, 981760]"
513,514,"[1127831, 1082185, 820165, 878996, 909714]"
514,515,"[1106523, 8090521, 927191, 1127831, 5569230]"
515,516,"[1110572, 1053690, 1126899, 995242, 844179]"
516,517,"[1126899, 1058997, 1028816, 1003600, 840361]"
517,518,"[844165, 995242, 1075368, 908531, 860975]"
518,519,"[1039156, 903325, 1029743, 834484, 854852]"
519,520,"[1133018, 883404, 1106523, 8090537, 981760]"
520,521,"[908846, 1053690, 1024306, 1127831, 1026118]"
521,522,"[879755, 1082185, 6534178, 1029743, 995242]"
522,523,"[1005186, 1082185, 1110572, 995242, 6534178]"
523,524,"[1133018, 1082185, 860776, 1037863, 923746]"
524,525,"[1026118, 1101010, 1127831, 1110572, 995785]"
525,526,"[5569230, 6534178, 1065593, 847982, 8090521]"
526,527,"[933835, 9526410, 1101010, 901062, 986947]"
527,528,"[1058997, 1070820, 1095275, 914190, 5585510]"
528,529,"[1126899, 866227, 1005186, 1127831, 962229]"
529,530,"[862349, 860776, 1124729, 976199, 854852]"
530,531,"[5569230, 1075368, 866227, 995242, 981760]"
531,532,"[908846, 1127831, 986947, 826249, 965766]"
532,533,"[1065593, 826249, 995242, 883404, 1038217]"
533,534,"[6533765, 927191, 6534178, 995242, 1113588]"
534,535,"[1106523, 899624, 844165, 916122, 1029743]"
535,536,"[883404, 5568378, 1029743, 1044078, 5569230]"
536,537,"[840361, 1126899, 1058997, 1070820, 1075368]"
537,538,"[1070820, 903325, 909714, 862349, 916122]"
538,539,"[1058997, 6534178, 860975, 1126899, 1082185]"
539,540,"[860776, 916122, 1082185, 995785, 866211]"
540,541,"[1106523, 899624, 5569471, 1081177, 840361]"
541,542,"[1106523, 844165, 849843, 1133018, 6534178]"
542,543,"[844165, 8090521, 995242, 1113588, 8090537]"
543,544,"[1085604, 1110572, 1127831, 1006184, 866211]"
544,545,"[1005186, 986912, 1082185, 6034857, 989101]"
545,546,"[1039156, 6534178, 5569230, 1070015, 8090537]"
546,547,"[1065593, 951590, 962229, 5568378, 1080414]"
547,548,"[862349, 854852, 923746, 995242, 1082185]"
548,549,"[826249, 1098066, 833025, 1110572, 1029743]"
549,550,"[995242, 849843, 1082185, 854852, 1127831]"
550,551,"[1058997, 995242, 1022254, 1126899, 1003600]"
551,552,"[1106523, 1133018, 1113588, 899624, 883404]"
552,553,"[951590, 995242, 953476, 1065593, 1075368]"
553,554,"[1106523, 862349, 1070820, 1065593, 826249]"
554,555,"[1106523, 866227, 9526410, 857849, 1082185]"
555,556,"[6534178, 883404, 1029743, 995785, 981760]"
556,557,"[1126899, 5569471, 1127831, 834484, 1058997]"
557,558,"[1106523, 995785, 1044078, 994928, 893018]"
558,559,"[866227, 1106523, 986912, 1096036, 834484]"
559,560,"[1029743, 6534178, 995242, 849843, 1053690]"
560,561,"[860776, 6034857, 847270, 981760, 1058997]"
561,562,"[1029743, 995242, 989101, 824005, 1098066]"
562,563,"[1005186, 6534178, 1029743, 8090521, 1085604]"
563,564,"[1058997, 1039156, 995785, 840361, 1033142]"
564,565,"[1026118, 834484, 1106523, 1070015, 901062]"
565,566,"[1085604, 986912, 1029743, 6534178, 849843]"
566,567,"[1070015, 986912, 1133018, 1080414, 1044078]"
567,568,"[1106523, 844165, 999971, 951590, 1005186]"
568,569,"[1029743, 1082185, 866211, 1070820, 1127831]"
569,570,"[1098066, 862349, 1029743, 826249, 5569230]"
570,571,"[1070820, 1082185, 986947, 820165, 999971]"
571,572,"[5703832, 1082185, 6534178, 1029743, 995242]"
572,573,"[1106523, 849843, 8090521, 1029743, 8090537]"
573,574,"[951590, 908531, 933835, 1029743, 995242]"
574,575,"[862349, 1005186, 1082185, 1106523, 6534178]"
575,576,"[1005186, 986912, 1082185, 862349, 903325]"
576,577,"[951590, 1056509, 1070820, 1127831, 1082185]"
577,578,"[8090521, 862349, 1005186, 987562, 1077555]"
578,579,"[879755, 995242, 961554, 847982, 916122]"
579,580,"[1056509, 909894, 1077555, 981760, 860975]"
580,581,"[1126899, 1058997, 908531, 1070820, 983584]"
581,582,"[5569230, 862349, 1024306, 903325, 5569471]"
582,583,"[1120741, 1053690, 1056509, 5569230, 1110572]"
583,584,"[1029743, 1106523, 6534178, 840361, 995242]"
584,585,"[1126899, 1058997, 1085604, 1005186, 1053690]"
585,586,"[1029743, 1053690, 6534178, 844165, 1092026]"
586,587,"[1080414, 1118393, 6534178, 951590, 1133018]"
587,588,"[951590, 1070015, 6534178, 1053690, 1106523]"
588,589,"[5569230, 1106523, 1085604, 1053690, 1056509]"
589,590,"[1053690, 951590, 1106523, 1065593, 923746]"
590,591,"[1106523, 1053690, 860776, 854852, 981760]"
591,592,"[1070820, 862349, 1026118, 854852, 5569230]"
592,593,"[1065593, 1106523, 1133018, 5592931, 1085604]"
593,594,"[1106523, 8090537, 8090521, 1085604, 1133018]"
594,595,"[1106523, 883404, 1029743, 1098066, 834484]"
595,596,"[8090537, 8090521, 860776, 951590, 834484]"
596,597,"[1126899, 849843, 1058997, 1005186, 995242]"
597,598,"[981760, 824005, 1133018, 965766, 6034857]"
598,599,"[834484, 1085604, 940947, 6034857, 878996]"
599,600,"[5569230, 1029743, 951590, 995242, 6534178]"
600,601,"[1126899, 6534178, 883404, 1058997, 1082185]"
601,602,"[844165, 6534178, 1098066, 1029743, 904360]"
602,603,"[1070015, 6534178, 5592931, 1106523, 951590]"
603,604,"[862349, 5569374, 1082185, 1127831, 909714]"
604,605,"[1058997, 6534178, 1003600, 1106523, 1126899]"
605,606,"[849843, 1029743, 845208, 840361, 5569230]"
606,607,"[1029743, 6534178, 995242, 883404, 909894]"
607,608,"[1039156, 1106523, 1133018, 1005186, 1065593]"
608,609,"[1133018, 1005186, 5569230, 1110572, 849843]"
609,610,"[883404, 860776, 844165, 1127831, 1006184]"
610,611,"[6534166, 1029743, 953476, 833025, 878996]"
611,612,"[1065593, 1029743, 995242, 6534178, 883404]"
612,613,"[1133018, 9526410, 1070015, 951590, 5569230]"
613,614,"[860776, 840361, 878996, 1029743, 995242]"
614,615,"[995242, 6534178, 866227, 833715, 1024306]"
615,616,"[1082185, 6534178, 1029743, 995242, 1106523]"
616,617,"[1126899, 1070820, 860776, 995785, 979707]"
617,618,"[6534178, 986912, 1070820, 8090521, 1106523]"
618,619,"[5569471, 1039156, 995965, 845208, 994928]"
619,620,"[1058997, 6534178, 849843, 1028816, 903325]"
620,621,"[893501, 1081177, 981760, 854852, 844179]"
621,622,"[986912, 844165, 1106523, 883404, 826249]"
622,623,"[826249, 1101010, 999971, 908531, 1029743]"
623,624,"[849843, 1133018, 1106523, 908531, 6534178]"
624,625,"[951590, 933835, 995242, 1127831, 1024306]"
625,626,"[849843, 999971, 1113588, 1077555, 923746]"
626,627,"[840361, 908846, 986947, 866227, 847270]"
627,628,"[1029743, 5569230, 1101173, 1024306, 1075368]"
628,629,"[995242, 6533889, 860776, 995785, 820165]"
629,630,"[862349, 1070820, 1082185, 6534178, 860776]"
630,631,"[6534178, 995242, 1082185, 849843, 927191]"
631,632,"[1029743, 916122, 1070820, 6534178, 904360]"
632,633,"[6534178, 1075368, 8090537, 1082185, 1133018]"
633,634,"[5569471, 1058997, 862349, 1126899, 914190]"
634,635,"[1106523, 854852, 1037863, 1082185, 1026118]"
635,636,"[1133018, 1106523, 1096036, 1029743, 5592931]"
636,637,"[834484, 1085604, 1133018, 833025, 1127831]"
637,638,"[1029743, 6534178, 849843, 1082185, 878996]"
638,639,"[1065593, 999971, 1029743, 951590, 1101173]"
639,640,"[1106523, 6534178, 849843, 1133018, 5569230]"
640,641,"[1126899, 1070820, 862349, 1058997, 908531]"
641,642,"[1058997, 5569471, 1026118, 995785, 909714]"
642,643,"[995242, 1082185, 1029743, 1056509, 909894]"
643,644,"[5569471, 1082185, 6534166, 995242, 979707]"
644,645,"[1053690, 1133018, 909894, 833025, 1080414]"
645,646,"[1085604, 6534166, 1092026, 995242, 1065593]"
646,647,"[951590, 6534178, 1029743, 8090537, 933835]"
647,648,"[903325, 995785, 1081177, 854852, 976998]"
648,649,"[849843, 909894, 1106523, 1127831, 1113588]"
649,650,"[1082185, 6534178, 1029743, 995242, 1106523]"
650,651,"[1133018, 883404, 903325, 1024306, 1106523]"
651,652,"[866227, 844165, 883404, 995242, 1065593]"
652,653,"[951590, 6534178, 995242, 1056509, 854852]"
653,654,"[1077555, 995242, 1005186, 1065593, 1056509]"
654,655,"[1070015, 1005186, 995785, 6533765, 995242]"
655,656,"[1106523, 951590, 5569230, 1028816, 1026118]"
656,657,"[866227, 940947, 1082185, 1082185, 6534178]"
657,658,"[1070015, 849843, 995242, 1005186, 883404]"
658,659,"[1133018, 929668, 862139, 12810393, 1113588]"
659,660,"[1126899, 1058997, 986912, 6534178, 866211]"
660,661,"[1110572, 995242, 986912, 5569230, 987480]"
661,662,"[883404, 983584, 995242, 976998, 893018]"
662,663,"[908531, 1085604, 866227, 1082185, 8090521]"
663,664,"[1133018, 951590, 933835, 1106523, 909894]"
664,665,"[986912, 1098066, 5585510, 951590, 878996]"
665,666,"[1133018, 844179, 1043590, 914190, 1106523]"
666,667,"[860975, 995242, 849843, 1005186, 1039156]"
667,668,"[1058997, 1005186, 5569471, 923746, 862349]"
668,669,"[1126899, 1082185, 981760, 1058997, 903325]"
669,670,"[1029743, 6534178, 995242, 860975, 933835]"
670,671,"[951590, 6534178, 995242, 908531, 1029743]"
671,672,"[849843, 908531, 862349, 879755, 961554]"
672,673,"[951590, 1005186, 883404, 1106523, 1082185]"
673,674,"[1029743, 844165, 878996, 826249, 820165]"
674,675,"[1133018, 6533765, 6534178, 981760, 1096036]"
675,676,"[1085604, 951590, 1106523, 1080414, 1065593]"
676,677,"[995242, 860776, 961554, 995785, 1026118]"
677,678,"[995242, 6534178, 878996, 6533765, 1007195]"
678,679,"[8090521, 951590, 5569230, 1082185, 5569471]"
679,680,"[995242, 873627, 860776, 1098066, 995785]"
680,681,"[951590, 5568378, 1082185, 976998, 6534166]"
681,682,"[849843, 6534178, 1133018, 995242, 840361]"
682,683,"[1082185, 6534178, 1029743, 995242, 1106523]"
683,684,"[1133018, 849843, 1106523, 918733, 995785]"
684,685,"[951590, 953476, 961554, 1101010, 1065593]"
685,686,"[989101, 845208, 981760, 5590287, 1082185]"
686,687,"[951590, 8090521, 5569230, 1133018, 1029743]"
687,688,"[1126899, 923746, 866211, 878996, 940947]"
688,689,"[849843, 1106523, 1092026, 923746, 883404]"
689,690,"[849843, 883404, 6533765, 6534178, 1082185]"
690,691,"[5569471, 1070820, 1006184, 981760, 826249]"
691,692,"[862349, 840361, 6534178, 1082185, 1024306]"
692,693,"[862349, 962229, 1029743, 908531, 1055863]"
693,694,"[844165, 1029743, 826249, 893501, 883404]"
694,695,"[1029743, 1070015, 1039156, 6534178, 981760]"
695,696,"[1126899, 1058997, 6534178, 1082185, 923746]"
696,697,"[1070820, 860776, 1082185, 1028816, 6534178]"
697,698,"[879755, 1005186, 1058997, 844165, 8090537]"
698,699,"[6534178, 962229, 951590, 923746, 899624]"
699,700,"[1101010, 1106523, 1056509, 1029743, 904360]"
700,701,"[981760, 5569230, 5569374, 847982, 866211]"
701,702,"[6534178, 1082185, 995242, 1029743, 1065593]"
702,703,"[1058997, 6534178, 995242, 5569230, 981760]"
703,704,"[1053690, 6533765, 893501, 1055863, 994928]"
704,705,"[1106523, 908531, 995242, 862349, 1029743]"
705,706,"[5569471, 1053690, 1029743, 1070820, 5569230]"
706,707,"[1029743, 6533889, 5569471, 6534178, 923746]"
707,708,"[1029743, 995242, 845208, 995785, 883404]"
708,709,"[1085604, 879755, 1075368, 1120741, 844165]"
709,710,"[1106523, 1110572, 1044078, 981760, 1028816]"
710,711,"[983584, 1092026, 1070015, 879755, 8090521]"
711,712,"[1070820, 1082185, 1056509, 860776, 981760]"
712,713,"[962229, 1075368, 5569230, 1029743, 1005186]"
713,714,"[1058997, 1126899, 1082185, 8090537, 826249]"
714,715,"[909894, 995242, 1080414, 1133018, 1051069]"
715,716,"[1058997, 1126899, 1127831, 847982, 916122]"
716,717,"[6534178, 986912, 1005186, 1085604, 940947]"
717,718,"[6534178, 1029743, 860776, 849843, 1092026]"
718,719,"[933835, 1106523, 849843, 1082185, 1133018]"
719,720,"[909714, 1007195, 968215, 854852, 1081177]"
720,721,"[1126899, 1058997, 862349, 826249, 6534166]"
721,722,"[1133018, 1058997, 6533889, 1126899, 854852]"
722,723,"[862349, 1082185, 878996, 860776, 995965]"
723,724,"[1058997, 1082185, 986947, 1126899, 824005]"
724,725,"[1058997, 1126899, 1106523, 1133018, 883404]"
725,726,"[995965, 995242, 1058997, 933835, 1127831]"
726,727,"[1106523, 923746, 847982, 845208, 859075]"
727,728,"[1070015, 6534178, 1029743, 1085604, 986912]"
728,729,"[1082185, 6534178, 1029743, 995242, 1106523]"
729,730,"[1126899, 1058997, 909894, 849843, 1082185]"
730,731,"[6534178, 908531, 962229, 1005186, 995242]"
731,732,"[5569471, 1070820, 1058997, 893501, 862349]"
732,733,"[5569471, 951590, 1029743, 866211, 1106523]"
733,734,"[995242, 6534166, 904360, 1053690, 1029743]"
734,735,"[1106523, 981760, 879755, 904360, 866227]"
735,736,"[1029743, 1082185, 951590, 1053690, 962568]"
736,737,"[1058997, 834484, 847270, 1082185, 1024306]"
737,738,"[1106523, 1070015, 883404, 1053690, 5569230]"
738,739,"[9526410, 995785, 1033142, 1101173, 5592931]"
739,740,"[1024306, 995242, 986947, 834484, 6034857]"
740,741,"[840361, 1007195, 916122, 927191, 1024306]"
741,742,"[879755, 1120741, 1133018, 1106523, 1065593]"
742,743,"[1070820, 1106523, 1053763, 826249, 989075]"
743,744,"[862349, 6534178, 1058997, 903325, 1082185]"
744,745,"[854852, 1082185, 866227, 1065593, 1026118]"
745,746,"[6534178, 854852, 1033142, 1026118, 1133018]"
746,747,"[1058997, 908531, 1005186, 909894, 1098066]"
747,748,"[1106523, 1133018, 962229, 8090521, 909894]"
748,749,"[1070015, 883404, 1029743, 1082185, 995242]"
749,750,"[883404, 844165, 1133018, 1080414, 965766]"
750,751,"[879755, 1070015, 844165, 1120741, 995242]"
751,752,"[986912, 1005186, 6534178, 961554, 933835]"
752,753,"[862349, 1070820, 1082185, 1126899, 1053690]"
753,754,"[1058997, 986947, 1126899, 1082185, 866211]"
754,755,"[6534178, 1005186, 862349, 1058997, 878996]"
755,756,"[995242, 883404, 826249, 1098066, 1029743]"
756,757,"[5569471, 909894, 962229, 826249, 1039156]"
757,758,"[1005186, 879755, 1124729, 1098066, 397896]"
758,759,"[986912, 1082185, 1005186, 860776, 1028816]"
759,760,"[826249, 901062, 995242, 1106523, 1133018]"
760,761,"[1106523, 1133018, 1029743, 995242, 1082185]"
761,762,"[1005186, 986912, 862349, 1095275, 6534178]"
762,763,"[1029743, 983584, 1068719, 1029624, 8090537]"
763,764,"[995242, 6534178, 1029743, 981760, 1037863]"
764,765,"[1106523, 6534178, 1075368, 845208, 840361]"
765,766,"[862349, 901062, 1127831, 903325, 860776]"
766,767,"[862349, 840361, 1053690, 1070820, 1092026]"
767,768,"[1029743, 995242, 6534178, 866227, 913210]"
768,769,"[989101, 1058997, 1106523, 1065593, 953476]"
769,770,"[5569230, 962229, 1029743, 1082185, 859075]"
770,771,"[953476, 840361, 834484, 1026118, 6034857]"
771,772,"[986912, 1082185, 5703832, 1082185, 6534178]"
772,773,"[909714, 1058997, 860776, 995785, 1082185]"
773,774,"[866227, 962229, 840361, 1013321, 1023720]"
774,775,"[1065593, 1070015, 908846, 1106523, 994928]"
775,776,"[1085604, 1029743, 1101010, 995785, 916122]"
776,777,"[1070820, 6544236, 961554, 923746, 1126899]"
777,778,"[1106523, 8090537, 1133018, 826249, 883404]"
778,779,"[5569230, 976199, 834484, 860776, 847270]"
779,780,"[1026118, 989101, 834484, 1106523, 916122]"
780,781,"[878996, 860776, 995242, 854852, 1022254]"
781,782,"[8090521, 1070015, 5568378, 1106523, 8090537]"
782,783,"[1095275, 873627, 1126899, 1058997, 878996]"
783,784,"[5569230, 6534178, 908531, 1110572, 1081177]"
784,785,"[1126899, 862349, 6534178, 1039156, 1058997]"
785,786,"[5569230, 1106523, 1133018, 986912, 981760]"
786,787,"[1039156, 862349, 5569230, 1082185, 986947]"
787,788,"[6534178, 6533765, 849843, 5569230, 8090537]"
788,789,"[981760, 1096036, 1071939, 1101010, 1133018]"
789,790,"[1070015, 5569230, 1029743, 961554, 1028816]"
790,791,"[879755, 1133018, 1080414, 1106523, 904360]"
791,792,"[866227, 1024306, 849843, 908531, 1051069]"
792,793,"[1133018, 995242, 6534178, 981760, 1005186]"
793,794,"[1126899, 1058997, 995242, 951590, 854852]"
794,795,"[844165, 1029743, 951590, 910032, 1044078]"
795,796,"[862349, 908531, 923746, 901062, 1058997]"
796,797,"[1029743, 5569471, 951590, 1058997, 901062]"
797,798,"[1058997, 1126899, 986912, 1070015, 994928]"
798,799,"[1058997, 1126899, 1082185, 6534178, 860975]"
799,800,"[995242, 995965, 8090537, 981760, 1065593]"
800,801,"[1053690, 951590, 981760, 1029743, 845208]"
801,802,"[1005186, 908531, 986912, 8090537, 1024306]"
802,803,"[1082185, 1044078, 1106523, 962568, 976998]"
803,804,"[1053690, 1029743, 844165, 883404, 5569230]"
804,805,"[844165, 1070015, 923746, 868764, 916122]"
805,806,"[1029743, 5569471, 5590287, 1024306, 1082185]"
806,807,"[908531, 6034857, 1029743, 1024306, 961554]"
807,808,"[879755, 1029743, 6534178, 844165, 849843]"
808,809,"[862349, 1005186, 986912, 1070820, 5590287]"
809,810,"[1028816, 908846, 1024306, 970030, 1026118]"
810,811,"[849843, 1029743, 847982, 1006184, 5568378]"
811,812,"[879755, 986912, 844165, 1085604, 923746]"
812,813,"[860776, 903325, 6034857, 874972, 995785]"
813,814,"[826249, 6034857, 995965, 860776, 5568378]"
814,815,"[883404, 1029743, 8090521, 1085604, 1098066]"
815,816,"[995242, 1075368, 862349, 1082185, 883404]"
816,817,"[1070820, 1082185, 981760, 923746, 904360]"
817,818,"[849843, 893501, 1029743, 1058997, 6544236]"
818,819,"[844165, 1005186, 1006184, 923746, 1081177]"
819,820,"[849843, 1106523, 1085604, 1053690, 1124729]"
820,821,"[1106523, 6534178, 1082185, 6534178, 1029743]"
821,822,"[1005186, 981760, 995242, 940947, 908531]"
822,823,"[6534178, 1120741, 986912, 1005186, 834484]"
823,824,"[1106523, 962229, 923746, 845208, 1022254]"
824,825,"[1058997, 6533889, 1082185, 1028816, 854852]"
825,826,"[951590, 6533765, 1082185, 995242, 6534178]"
826,827,"[1095275, 5569230, 1133018, 1080414, 820165]"
827,828,"[1058997, 862349, 1126899, 866211, 962229]"
828,829,"[995242, 1101010, 1082185, 909894, 951590]"
829,830,"[1133018, 1106523, 862349, 883404, 1082185]"
830,831,"[951590, 995242, 1005186, 5569230, 916122]"
831,832,"[1106523, 1126899, 834484, 1029743, 5569230]"
832,833,"[908531, 1133018, 1106523, 983584, 962229]"
833,834,"[1070820, 927191, 866211, 961554, 951590]"
834,835,"[1127831, 896369, 1082185, 1082185, 6534178]"
835,836,"[1126899, 962229, 951590, 1005186, 847982]"
836,837,"[1126899, 854852, 901062, 1082185, 860975]"
837,838,"[833025, 908531, 1133018, 5569471, 844179]"
838,839,"[820165, 847270, 961554, 9526410, 5568378]"
839,840,"[1029743, 883404, 860776, 903325, 1082185]"
840,841,"[908531, 1133018, 1106523, 6534178, 883404]"
841,842,"[1005186, 6534178, 986912, 844165, 6533765]"
842,843,"[999971, 883404, 1081177, 1065593, 1106523]"
843,844,"[862349, 1127831, 1026118, 995242, 904360]"
844,845,"[1058997, 8090537, 6533889, 951590, 909714]"
845,846,"[8090521, 1133018, 862349, 951590, 1053690]"
846,847,"[1082185, 995242, 901062, 6534178, 868764]"
847,848,"[1070820, 873627, 1022003, 1075368, 1101173]"
848,849,"[1058997, 1126899, 1028816, 908846, 979707]"
849,850,"[995242, 923746, 849843, 999971, 981760]"
850,851,"[868764, 986912, 953476, 1092026, 1082185]"
851,852,"[1126899, 1058997, 1106523, 1082185, 903325]"
852,853,"[6534178, 1058997, 1126899, 1026118, 916122]"
853,854,"[1005186, 911812, 834484, 860776, 5568378]"
854,855,"[1005186, 1029743, 986912, 1127831, 5569230]"
855,856,"[995242, 961554, 1022254, 994928, 6534178]"
856,857,"[5569230, 862349, 8090521, 976998, 995242]"
857,858,"[1070820, 873627, 844165, 1092026, 1053690]"
858,859,"[1075368, 5569230, 5569471, 951590, 6534178]"
859,860,"[866227, 868764, 1080414, 1029743, 866211]"
860,861,"[1106523, 834484, 899624, 5585510, 1037863]"
861,862,"[953476, 987562, 1068719, 849843, 1029743]"
862,863,"[1005186, 6534178, 1029743, 1070015, 995242]"
863,864,"[1029743, 1101010, 8090521, 883404, 1096036]"
864,865,"[1106523, 1075368, 962229, 899624, 6534178]"
865,866,"[1106523, 1133018, 962229, 908531, 6534178]"
866,867,"[6534178, 983584, 908531, 1133018, 1106523]"
867,868,"[6534178, 5569471, 1005186, 8090521, 5569230]"
868,869,"[5592931, 826249, 1133018, 923746, 904360]"
869,870,"[1075368, 1005186, 951590, 908846, 953476]"
870,871,"[1082185, 866211, 995242, 923746, 854852]"
871,872,"[951590, 1003600, 1026118, 986947, 1024306]"
872,873,"[1029743, 1070015, 909894, 995242, 6534178]"
873,874,"[8090521, 1026118, 1024306, 929668, 904360]"
874,875,"[1126899, 1058997, 5569471, 1082185, 1065593]"
875,876,"[1058997, 849843, 6534178, 826249, 834484]"
876,877,"[1126899, 1058997, 981760, 1082185, 860776]"
877,878,"[951590, 986912, 1133018, 1106523, 8090537]"
878,879,"[1058997, 903325, 6534178, 1007195, 1070820]"
879,880,"[866211, 1033142, 951590, 1024306, 1080414]"
880,881,"[883404, 1029743, 1120741, 1065593, 995242]"
881,882,"[1029743, 1106523, 8090521, 5569230, 1053690]"
882,883,"[6534166, 6533889, 1082185, 995785, 995242]"
883,884,"[1085604, 986912, 923746, 5568378, 1065593]"
884,885,"[951590, 1106523, 6534178, 923746, 844165]"
885,886,"[868764, 6534178, 1070820, 1126899, 1058997]"
886,887,"[1005186, 1133018, 951590, 981760, 873627]"
887,888,"[901062, 961554, 1082185, 826249, 1003188]"
888,889,"[1070820, 1126899, 6534178, 849843, 1127831]"
889,890,"[5569471, 5569230, 866211, 883404, 981760]"
890,891,"[866211, 1133018, 908531, 995965, 903325]"
891,892,"[995242, 866227, 1053690, 860975, 925626]"
892,893,"[1106523, 1133018, 844165, 929668, 976998]"
893,894,"[860776, 834484, 845208, 854852, 1081177]"
894,895,"[1082185, 866211, 6534178, 862349, 6533889]"
895,896,"[1126899, 1058997, 908531, 1005186, 849843]"
896,897,"[1039156, 1070820, 1126899, 5569374, 1058997]"
897,898,"[1028816, 834484, 6534178, 893501, 824005]"
898,899,"[844179, 951590, 983584, 1106523, 904360]"
899,900,"[986912, 1133018, 6534178, 1005186, 5569230]"
900,901,"[904360, 883404, 923746, 962229, 933835]"
901,902,"[1082185, 1082185, 6534178, 1029743, 995242]"
902,903,"[1126899, 1058997, 6034857, 878996, 1082185]"
903,904,"[1106523, 995785, 951590, 1133018, 1082185]"
904,905,"[6533889, 916122, 1126899, 1058997, 854852]"
905,906,"[6533889, 1058997, 1005186, 1039156, 1126899]"
906,907,"[986912, 849843, 847982, 1071939, 981760]"
907,908,"[1070820, 862349, 916122, 1029743, 6534178]"
908,909,"[6534178, 995242, 1029743, 1056509, 1082185]"
909,910,"[6534178, 1085604, 1005186, 940947, 995242]"
910,911,"[1058997, 901062, 1082185, 1126899, 927191]"
911,912,"[8090521, 909714, 866211, 951590, 1085604]"
912,913,"[1070820, 5569230, 1029624, 866211, 1029743]"
913,914,"[1005186, 986912, 1044078, 1029743, 979707]"
914,915,"[1077555, 845208, 1068719, 1053690, 1082185]"
915,916,"[1058997, 1075368, 1126899, 6534178, 5590287]"
916,917,"[1085604, 849843, 1082185, 1106523, 883404]"
917,918,"[1133018, 986912, 1065593, 1039156, 933835]"
918,919,"[1113588, 1065593, 1029743, 918733, 908531]"
919,920,"[1106523, 1133018, 1092026, 849843, 999971]"
920,921,"[1029743, 862349, 1082185, 1007195, 883404]"
921,922,"[1058997, 1126899, 1039156, 834484, 908846]"
922,923,"[6534178, 1106523, 6533765, 1080414, 995242]"
923,924,"[1029743, 951590, 995242, 8090537, 873627]"
924,925,"[862349, 1082185, 849843, 1126899, 986912]"
925,926,"[6534178, 903325, 981760, 904360, 1058997]"
926,927,"[1058997, 986912, 1126899, 1127831, 1095275]"
927,928,"[908531, 6534178, 1005186, 923746, 1037863]"
928,929,"[1070820, 1070015, 862349, 6534178, 933835]"
929,930,"[834484, 981760, 1127831, 995785, 962568]"
930,931,"[951590, 1058997, 908531, 1029743, 1126899]"
931,932,"[844165, 8090537, 1127831, 860776, 834484]"
932,933,"[1106523, 908531, 8090537, 1133018, 8090521]"
933,934,"[1133018, 1082185, 953476, 1106523, 995242]"
934,935,"[6534178, 1126899, 986912, 860776, 1082185]"
935,936,"[1005186, 962229, 995242, 908531, 1082185]"
936,937,"[1126899, 1058997, 961554, 981760, 909894]"
937,938,"[1075368, 940947, 951590, 1022003, 1081177]"
